213,1,5,0
598,1,3,0
1305,1,4,0
1501,1,5,0
2049,1,5,0
2929,1,3,0
1018,2,5,0
2116,3,5,0
2571,3,5,0
2890,3,5,0
1952,4,5,0
2890,4,5,0
862,5,5,0
1014,6,3,0
2748,6,5,0
2922,7,5,0
3596,8,5,1
2551,9,3,0
3030,10,5,0
1058,11,3,0
1013,12,5,0
1212,13,5,0
982,14,3,0
2234,14,5,0
2314,15,3,0
213,16,5,0
337,16,4,0
451,16,5,0
1289,16,5,0
1589,16,5,0
1919,16,4,0
2049,16,5,0
2739,17,5,0
3899,18,5,1
4020,18,5,1
4082,18,5,1
4306,18,5,1
4984,18,5,1
2327,19,4,0
526,20,5,0
2981,21,4,0
2644,22,3,0
1352,23,5,0
96,24,5,0
2334,24,5,0
2041,25,5,0
2922,25,5,0
898,26,5,0
2922,27,5,0
4020,28,5,1
4306,28,5,1
4984,28,5,1
1499,29,5,0
973,30,5,0
732,31,5,0
4366,31,5,1
356,32,5,0
358,32,3,0
3111,33,5,0
1058,34,5,0
310,35,4,0
1282,35,3,0
2041,36,5,0
2922,36,5,0
337,37,5,0
1283,37,4,0
2217,37,5,0
337,38,4,0
1953,38,5,0
337,39,5,0
1953,39,5,0
2217,39,5,0
2967,39,4,0
862,40,5,0
239,41,5,0
3192,41,5,1
3910,41,5,1
4650,41,5,1
18,42,5,0
67,42,4,0
126,42,5,0
306,42,5,0
306,42,5,0
306,42,5,0
387,42,5,0
388,42,5,0
391,42,4,0
391,42,4,0
391,42,5,0
457,42,5,0
536,42,5,0
566,42,5,0
600,42,1,0
647,42,5,0
787,42,5,0
818,42,5,0
819,42,5,0
860,42,2,0
957,42,4,0
1033,42,5,0
1043,42,5,0
1073,42,5,0
1163,42,5,0
1163,42,4,0
1163,42,4,0
1175,42,5,0
1324,42,5,0
1369,42,4,0
1657,42,5,0
1721,42,5,0
1834,42,5,0
1834,42,5,0
1834,42,5,0
1932,42,5,0
1968,42,5,0
2048,42,4,0
2098,42,5,0
2187,42,5,0
2326,42,5,0
2340,42,3,0
2417,42,5,0
2431,42,5,0
2441,42,5,0
2446,42,5,0
2465,42,5,0
2471,42,4,0
2471,42,4,0
2471,42,4,0
2471,42,4,0
2490,42,5,0
2620,42,5,0
2834,42,2,0
2841,42,5,0
2859,42,4,0
2877,42,3,0
2877,42,3,0
2877,42,5,0
3000,42,4,0
3031,42,5,0
3032,42,5,0
2916,43,5,0
2176,44,4,0
297,45,3,0
413,45,3,0
736,45,5,0
865,45,5,0
866,45,2,0
960,45,5,0
1492,45,5,0
1596,45,4,0
2456,45,4,0
2555,45,4,0
3625,45,4,1
41,46,5,0
82,46,5,0
85,46,5,0
105,46,4,0
297,46,5,0
339,46,5,0
419,46,5,0
467,46,5,0
522,46,4,0
716,46,4,0
826,46,5,0
831,46,4,0
855,46,5,0
1081,46,5,0
1159,46,5,0
1211,46,4,0
1581,46,5,0
1596,46,4,0
1667,46,3,0
1997,46,5,0
2240,46,5,0
2555,46,3,0
2656,46,3,0
2660,46,4,0
2781,46,5,0
2873,46,5,0
2977,46,3,0
3034,46,5,0
2022,47,5,0
4,48,5,0
125,48,5,0
175,48,5,0
297,48,5,0
736,48,1,0
849,48,5,0
865,48,5,0
960,48,4,0
1326,48,5,0
1492,48,5,0
1899,48,5,0
1974,48,3,0
1979,48,5,0
2403,48,4,0
2456,48,3,0
2555,48,5,0
2772,48,5,0
2832,48,4,0
3038,48,4,0
339,49,5,0
394,49,5,0
419,49,5,0
467,49,5,0
761,49,5,0
849,49,5,0
865,49,5,0
969,49,3,0
1004,49,5,0
1159,49,5,0
1304,49,5,0
1596,49,4,0
1667,49,4,0
1814,49,4,0
1864,49,5,0
1997,49,5,0
2135,49,5,0
2555,49,4,0
2587,49,5,0
2656,49,5,0
2660,49,4,0
2680,49,4,0
2781,49,5,0
2820,49,4,0
2873,49,4,0
3029,49,5,0
3034,49,5,0
4,50,5,0
193,50,4,0
495,50,4,0
736,50,5,0
1588,50,3,0
1809,50,3,0
631,51,4,0
57,52,5,0
102,52,4,0
111,52,3,0
144,52,4,0
146,52,5,0
170,52,4,0
174,52,5,0
319,52,5,0
328,52,5,0
339,52,3,0
482,52,4,0
529,52,3,0
535,52,5,0
558,52,4,0
650,52,4,0
653,52,3,0
743,52,3,0
797,52,5,0
859,52,5,0
869,52,5,0
883,52,5,0
997,52,3,0
1103,52,3,0
1167,52,3,0
1215,52,5,0
1235,52,4,0
1296,52,4,0
1300,52,5,0
1405,52,4,0
1443,52,3,0
1448,52,4,0
1537,52,5,0
1567,52,4,0
1584,52,4,0
1630,52,1,0
1631,52,4,0
1661,52,4,0
1763,52,4,0
1804,52,5,0
1866,52,4,0
1892,52,3,0
1972,52,5,0
2056,52,4,0
2072,52,5,0
2076,52,5,0
2295,52,3,0
2297,52,5,0
2338,52,2,0
2390,52,5,0
2424,52,5,0
2449,52,5,0
2638,52,4,0
2690,52,4,0
2736,52,4,0
2880,52,3,0
2913,52,5,0
2925,52,5,0
3011,52,5,0
3054,52,3,0
186,53,3,0
310,53,4,0
646,53,4,0
1029,53,4,0
1211,53,5,0
1694,53,5,0
1975,53,4,0
2019,53,4,0
2090,53,3,0
3102,53,4,0
4136,53,1,1
285,54,5,0
1379,54,5,0
726,55,4,0
820,55,4,0
844,55,5,0
1631,55,3,0
1874,55,5,0
2771,55,5,0
2876,55,4,0
2377,56,5,0
1939,57,5,0
219,58,5,0
777,59,5,0
2916,59,5,0
2264,60,2,0
1559,61,4,0
649,62,5,0
900,62,2,0
290,63,4,0
2576,64,5,0
4,65,5,0
20,65,5,0
41,65,5,0
57,65,5,0
82,65,5,0
137,65,4,0
239,65,5,0
250,65,3,0
286,65,4,0
413,65,5,0
419,65,5,0
451,65,5,0
467,65,5,0
522,65,4,0
556,65,3,0
604,65,4,0
749,65,4,0
791,65,5,0
826,65,5,0
840,65,5,0
849,65,5,0
894,65,5,0
896,65,3,0
914,65,5,0
946,65,5,0
1004,65,5,0
1036,65,4,0
1064,65,5,0
1072,65,3,0
1095,65,4,0
1428,65,4,0
1429,65,5,0
1438,65,5,0
1469,65,5,0
1513,65,5,0
1533,65,4,0
1540,65,5,0
1581,65,5,0
1667,65,4,0
1750,65,4,0
1867,65,5,0
1896,65,4,0
1974,65,5,0
1979,65,5,0
1989,65,5,0
1995,65,4,0
2037,65,5,0
2135,65,5,0
2240,65,5,0
2264,65,4,0
2338,65,3,0
2366,65,5,0
2403,65,5,0
2422,65,4,0
2456,65,4,0
2484,65,3,0
2492,65,4,0
2555,65,3,0
2587,65,5,0
2656,65,4,0
2660,65,5,0
2772,65,4,0
2781,65,5,0
2786,65,4,0
2847,65,5,0
2864,65,4,0
2873,65,5,0
2917,65,5,0
2960,65,4,0
3034,65,5,0
3083,65,5,0
3562,65,4,1
3961,65,5,1
1630,66,1,0
2453,66,5,0
2048,67,3,0
2763,67,5,0
1492,68,3,0
2428,68,3,0
2719,68,2,0
239,69,5,0
485,69,5,0
855,69,2,0
1270,69,4,0
1846,69,4,0
2104,69,5,0
1007,70,3,0
2385,70,4,0
3115,70,4,0
41,71,5,0
831,71,4,0
939,71,5,0
1159,71,5,0
1581,71,5,0
1819,71,4,0
2240,71,5,0
2587,71,5,0
2781,71,5,0
3034,71,5,0
186,72,4,0
509,72,5,0
1667,72,3,0
1740,72,4,0
818,73,5,0
102,74,5,0
204,74,4,0
249,74,4,0
482,74,5,0
1190,74,4,0
1443,74,3,0
3074,74,4,0
3090,74,5,0
235,75,4,0
531,75,5,0
624,75,3,0
1448,75,4,0
1641,75,4,0
1672,75,4,0
1804,75,5,0
2345,75,4,0
2645,75,5,0
2736,75,4,0
1370,76,4,0
2449,76,4,0
540,77,4,0
883,77,5,0
916,77,5,0
1017,77,4,0
1631,77,3,0
1674,77,4,0
1898,77,4,0
2329,77,4,0
138,78,4,0
458,78,5,0
558,78,5,0
458,79,5,0
2396,79,5,0
583,80,5,0
2239,80,5,0
2545,80,5,0
5025,80,5,1
1379,81,5,0
713,82,5,0
1812,82,5,0
1930,82,5,0
491,83,5,0
1751,83,5,0
2667,83,3,0
2925,83,5,0
2997,83,4,0
364,84,5,0
389,84,4,0
2635,84,3,0
1572,85,5,0
2590,86,4,0
219,87,5,0
1084,87,5,0
1549,87,4,0
2048,87,4,0
2439,87,5,0
3062,87,5,0
219,88,5,0
239,88,5,0
358,88,5,0
781,88,4,0
1044,88,4,0
1084,88,5,0
1278,88,4,0
1498,88,4,0
1830,88,5,0
1894,88,5,0
1957,88,5,0
2242,88,5,0
2355,88,5,0
3011,88,5,0
3048,88,5,0
2483,89,4,0
1520,90,3,0
969,91,3,0
969,91,5,0
1994,91,5,0
1905,92,5,0
2436,93,3,0
969,94,5,0
1994,94,5,0
2080,94,4,0
2436,94,4,0
2190,95,5,0
649,96,5,0
1486,97,5,0
2980,97,5,0
3111,97,4,0
661,98,5,0
273,99,5,0
1396,99,5,0
1547,99,5,0
1970,99,4,0
2015,99,5,0
2805,99,5,0
2806,99,5,0
3111,99,5,0
1530,100,4,0
1665,100,4,0
493,101,5,0
2860,101,4,0
142,102,3,0
178,102,4,0
332,102,4,0
1802,102,3,0
2860,102,5,0
1236,103,3,0
1299,104,4,0
1488,104,4,0
2212,104,5,0
78,105,5,0
1010,105,3,0
1217,105,5,0
1686,105,5,0
1863,105,5,0
1927,105,4,0
